"Title1","Title2","Authors1","Authors2","Keywords1","Keywords2","Similarity","Label"
"trustworthy ai: from principles to practices","flexible and adaptive fairness-aware learning in non-stationary data streams","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","zhang w,zhang m,zhang j,liu z,...","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency","ai fairness,flexible fairness,online classification","0.22626447429365","0"
"trustworthy ai: from principles to practices","bias, fairness and accountability with artificial intelligence and machine learning algorithms","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","zhou n,zhang z,nair vn,singhal h,chen j","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency","ai,ml,algorithm,bias,fairness","0.2009530274233","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","artificial intelligence, intersectionality, and the future of public health","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","bauer gr,lizotte dj","ai,fairness,machine learning,software development practices","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice","0.22947269303202","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","a sociotechnical view of algorithmic fairness","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","dolata m,feuerriegel s,schwabe g","ai,fairness,machine learning,software development practices","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art","0.22323507737657","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","ai-enabled radio resource allocation in 5g for urllc and embb users","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","elsayed m,erol-kantarci m","ai,fairness,machine learning,software development practices","5g mobile communication,delays,quality of service,reliability,resource management,throughput","0.26791083271923","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","who is the fairest of them all? public attitudes and expectations regarding automated decision-making","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","helberger n,araujo t,de vreese ch","ai,fairness,machine learning,software development practices","algorithmic fairness,automated-decision making,public perceptions","0.25472620599739","1"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","principal fairness for human and algorithmic decision-making","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","imai k,jiang z","ai,fairness,machine learning,software development practices","algorithmic fairness,causal inference,potential outcomes,principal stratification","0.26264281230383","1"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","introduction to the special issue on ai fairness, trust, and ethics","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","jr lp,bansal g,melville n,...","ai,fairness,machine learning,software development practices","ai bias,ai fairness,ai trust,artificial intelligence","0.29036505867014","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","exploring bias and fairness in artificial intelligence and machine learning algorithms","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","khakurel ub,abdelmoumin g,bajracharya a,rawat db","ai,fairness,machine learning,software development practices","artificial intelligence,detection and tracking algorithms,machine learning,performance modeling,systems modeling","0.25715799031477","1"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","ai & intellectual property: towards an articulated public domain","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","kop m","ai,fairness,machine learning,software development practices","founder of musicajuridica and strategic in- tellectual property lawyer at alrecht in amsterdam,james grimmelmann (cornell law school),joao pedro quintais (ivir) and suzan slijpen (slijpen legal),for their valuable contributions,insight and comments","0.23343083652269","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","a survey on datasets for fairness-aware machine learning","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","le quy t,roy a,iosifidis v,zhang w,ntoutsi e","ai,fairness,machine learning,software development practices","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness","0.27945099484156","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","revealing factors influencing students' perceived fairness: a case with a predictive system for math learning","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","li c,xing w","ai,fairness,machine learning,software development practices","fair ai,human-centered computing,math learning,perceived fairness","0.29785528031291","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","trustworthy ai: from principles to practices","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","ai,fairness,machine learning,software development practices","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency","0.22949419458161","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","ai,fairness,machine learning,software development practices","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox","0.24854452515469","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","artificial intelligence in human resources management: challenges and a path forward","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","tambe p,cappelli p,yakubovich v","ai,fairness,machine learning,software development practices","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","0.26533006244425","1"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","artificial intelligence and the public sectorâ€”applications and challenges","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","wirtz bw,weyerer jc,geyer c","ai,fairness,machine learning,software development practices","ai applications,ai challenges,artificial intelligence,public sector","0.25788641538072","1"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","effective exposure amortizing for fair top-k recommendation","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","yang t,xu z,ai q","ai,fairness,machine learning,software development practices","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","0.22852133255406","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","flexible and adaptive fairness-aware learning in non-stationary data streams","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","zhang w,zhang m,zhang j,liu z,...","ai,fairness,machine learning,software development practices","ai fairness,flexible fairness,online classification","0.28006148222001","0"
"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","bias, fairness and accountability with artificial intelligence and machine learning algorithms","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","zhou n,zhang z,nair vn,singhal h,chen j","ai,fairness,machine learning,software development practices","ai,ml,algorithm,bias,fairness","0.24097603740503","0"
"assessing ai fairness in finance","transparency and explainability of ai systems: ethical guidelines in practice","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","balasubramaniam n,kauppinen m,hiekkanen k,kujala s","artificial intelligence,bank data processing","ai systems,ethical guidelines,explainability,quality requirements,transparency","0.21748834498834","0"
"assessing ai fairness in finance","artificial intelligence, intersectionality, and the future of public health","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","bauer gr,lizotte dj","artificial intelligence,bank data processing","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice","0.18954545454545","0"
"assessing ai fairness in finance","using edge cases to disentangle fairness and solidarity in ai ethics","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","brusseau j","artificial intelligence,bank data processing","artificial intelligence,ethics,fairness,philosophy,solidarity","0.29371833084948","0"
"assessing ai fairness in finance","fairness & friends in the data science era","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","catania b,guerrini g,accinelli c","artificial intelligence,bank data processing","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline","0.31231534090909","1"
"assessing ai fairness in finance","a sociotechnical view of algorithmic fairness","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","dolata m,feuerriegel s,schwabe g","artificial intelligence,bank data processing","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art","0.29250988142292","0"
"assessing ai fairness in finance","ai-enabled radio resource allocation in 5g for urllc and embb users","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","elsayed m,erol-kantarci m","artificial intelligence,bank data processing","5g mobile communication,delays,quality of service,reliability,resource management,throughput","0.20816205533597","0"
"assessing ai fairness in finance","addressing fairness, bias, and appropriate use of artificial intelligence and machine learning in global health","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","fletcher rr,nakeshimana a,...","artificial intelligence,bank data processing","appropriate use,artificial intelligence,bias,ethics,fairness,global health,machine learning,medicine","0.21022727272727","0"
"assessing ai fairness in finance","rawls's original position and algorithmic fairness","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","franke u","artificial intelligence,bank data processing","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","0.28879186602871","0"
"assessing ai fairness in finance","understanding decision subjects' fairness perceptions and retention in repeated interactions with ai-based decision systems","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","gemalmaz ma,yin m","artificial intelligence,bank data processing","ai-based decision systems,fairness,fairness perceptions,human-ai interaction,human-subject experiments,retention","0.22155438311688","0"
"assessing ai fairness in finance","beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","giovanola b,tiribelli s","artificial intelligence,bank data processing","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","0.22243371212121","0"
"assessing ai fairness in finance","marrying fairness and explainability in supervised learning","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","grabowicz pa,perello n,mishra a","artificial intelligence,bank data processing","algorithmic fairness,discrimination,explainability,machine learning,supervised learning","0.27526645768025","0"
"assessing ai fairness in finance","speciesist bias in ai: how ai applications perpetuate discrimination and unfair outcomes against animals","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","hagendorff t,bossert ln,yip textperiodcentered,tse f,singer textperiodcenteredp","artificial intelligence,bank data processing","artificial intelligence,ethics,fairness,machine learning,speciesism,speciesist bias","0.20237677984666","0"
"assessing ai fairness in finance","who is the fairest of them all? public attitudes and expectations regarding automated decision-making","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","helberger n,araujo t,de vreese ch","artificial intelligence,bank data processing","algorithmic fairness,automated-decision making,public perceptions","0.20646853146853","0"
"assessing ai fairness in finance","principal fairness for human and algorithmic decision-making","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","imai k,jiang z","artificial intelligence,bank data processing","algorithmic fairness,causal inference,potential outcomes,principal stratification","0.30465207631874","1"
"assessing ai fairness in finance","introduction to the special issue on ai fairness, trust, and ethics","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","jr lp,bansal g,melville n,...","artificial intelligence,bank data processing","ai bias,ai fairness,ai trust,artificial intelligence","0.26520979020979","1"
"assessing ai fairness in finance","exploring bias and fairness in artificial intelligence and machine learning algorithms","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","khakurel ub,abdelmoumin g,bajracharya a,rawat db","artificial intelligence,bank data processing","artificial intelligence,detection and tracking algorithms,machine learning,performance modeling,systems modeling","0.26388798701299","1"
"assessing ai fairness in finance","ai & intellectual property: towards an articulated public domain","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","kop m","artificial intelligence,bank data processing","founder of musicajuridica and strategic in- tellectual property lawyer at alrecht in amsterdam,james grimmelmann (cornell law school),joao pedro quintais (ivir) and suzan slijpen (slijpen legal),for their valuable contributions,insight and comments","0.21492118768328","0"
"assessing ai fairness in finance","a survey on datasets for fairness-aware machine learning","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","le quy t,roy a,iosifidis v,zhang w,ntoutsi e","artificial intelligence,bank data processing","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness","0.30921442687747","1"
"assessing ai fairness in finance","revealing factors influencing students' perceived fairness: a case with a predictive system for math learning","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","li c,xing w","artificial intelligence,bank data processing","fair ai,human-centered computing,math learning,perceived fairness","0.21699300699301","0"
"assessing ai fairness in finance","fmea-ai: ai fairness impact assessment using failure mode and effects analysis","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","li j,chignell textperiodcenteredm","artificial intelligence,bank data processing","artificial intelligence,ethics,human rights impact assessments,proportional satisfaction of claims,risk analysis","0.28888798701299","0"
"assessing ai fairness in finance","trustworthy ai: from principles to practices","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","artificial intelligence,bank data processing","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency","0.21595919828203","0"
"assessing ai fairness in finance","assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","artificial intelligence,bank data processing","ai,fairness,machine learning,software development practices","0.25832049306625","1"
"assessing ai fairness in finance","ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","artificial intelligence,bank data processing","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox","0.1644733044733","0"
"assessing ai fairness in finance","improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","pessach d,shmueli e","artificial intelligence,bank data processing","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","0.20398665554629","0"
"assessing ai fairness in finance","on the relationship between explanations, fairness perceptions, and decisions","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","schoeffer j,de-arteaga m,kuehl n","artificial intelligence,bank data processing","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","0.24571253071253","0"
"assessing ai fairness in finance","linear versus nonlinear allocation rules in risk sharing under financial fairness","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","schumacher jm","artificial intelligence,bank data processing","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","0.24222291407223","0"
"assessing ai fairness in finance","artificial intelligence in human resources management: challenges and a path forward","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","tambe p,cappelli p,yakubovich v","artificial intelligence,bank data processing","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","0.2061004784689","0"
"assessing ai fairness in finance","a framework for social fairness â€“ insights from two algorithmic decision â€“ making controversies in the netherlands","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","timan t,grommÃ© f","artificial intelligence,bank data processing","ai,fairness,framework,francisca grommÃ©,ssrn,tjerk timan","0.21851239669421","0"
"assessing ai fairness in finance","artificial intelligence applications for older adults and people with disabilities: balancing safety and autonomy: proceedings of a workshopâ€”in brief","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","undefined,ta l,cm c","artificial intelligence,bank data processing","europe pmc,europe pubmed central,orcids,rest apis,abstracts,bioinformatics,biological patents,biomedical journals,biomedical research,citation networks,citation search,clinical guidelines,full text,journal articles,life sciences,literature search,open access,research articles,text mining","0.16688131313131","0"
"assessing ai fairness in finance","ai ethics in industry: a research framework","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","ville v,kai-kristian k,pekka a","artificial intelligence,bank data processing","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency","0.23867768595041","0"
"assessing ai fairness in finance","why fairness cannot be automated: bridging the gap between eu non-discrimination law and ai","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","wachter s,mittelstadt b,russell c","artificial intelligence,bank data processing","algorithm,artificial intelligence,bias,demographic parity,discrimination,european union,fairness,law,machine learning,non-discrimination","0.2145922459893","0"
"assessing ai fairness in finance","user association and resource allocation in full-duplex relay aided noma systems","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","wang l,ai y,liu n,fei a","artificial intelligence,bank data processing","full-duplex (fd) relaying,nonorthogonal multiple access (noma),resource allocation","0.19716186252772","0"
"assessing ai fairness in finance","artificial intelligence and the public sectorâ€”applications and challenges","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","wirtz bw,weyerer jc,geyer c","artificial intelligence,bank data processing","ai applications,ai challenges,artificial intelligence,public sector","0.2176526458616","0"
"assessing ai fairness in finance","the rising tide of artificial intelligence and business automation: developing an ethical framework","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","wright sa,schultz ae","artificial intelligence,bank data processing","artificial intelligence,automation,business ethics,social contracts theory,stakeholder theory,work displacement","0.21653153153153","0"
"assessing ai fairness in finance","achieving causal fairness through generative adversarial networks","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","xu d,wu y,yuan s,zhang l,wu x","artificial intelligence,bank data processing","humans and ai: ethical issues in ai,machine learning: adversarial machine learning,machine learning: learning generative models","0.26105941302792","0"
"assessing ai fairness in finance","algorithmic fairness in computational medicine","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","artificial intelligence,bank data processing","algorithmic fairness,computational medicine","0.30356236786469","1"
"assessing ai fairness in finance","effective exposure amortizing for fair top-k recommendation","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","yang t,xu z,ai q","artificial intelligence,bank data processing","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation","0.21274294670846","0"
"assessing ai fairness in finance","""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","artificial intelligence,bank data processing","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation","0.15336363636364","0"
"assessing ai fairness in finance","flexible and adaptive fairness-aware learning in non-stationary data streams","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","zhang w,zhang m,zhang j,liu z,...","artificial intelligence,bank data processing","ai fairness,flexible fairness,online classification","0.25243315508021","1"
"assessing ai fairness in finance","introduction to ai fairness","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","zhang y,bellamy r,liao qv,singh m","artificial intelligence,bank data processing","algorithmic fairness,bias,decision support,discrimination-aware machine","0.32313060179257","1"
"assessing ai fairness in finance","bias, fairness and accountability with artificial intelligence and machine learning algorithms","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","zhou n,zhang z,nair vn,singhal h,chen j","artificial intelligence,bank data processing","ai,ml,algorithm,bias,fairness","0.22134796238245","0"
"assessing ai fairness in finance","applying differential privacy mechanism in artificial intelligence","mccalman l,steinberg d,abuhamad g,brunet me,williamson rc,zemel r,lin hy","zhu t,yu ps","artificial intelligence,bank data processing","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning","0.22028138528138","0"
"ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","artificial intelligence, intersectionality, and the future of public health","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","bauer gr,lizotte dj","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice","0.20701940035273","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","transparency and explainability of ai systems: ethical guidelines in practice","pessach d,shmueli e","balasubramaniam n,kauppinen m,hiekkanen k,kujala s","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","ai systems,ethical guidelines,explainability,quality requirements,transparency","0.24187485297577","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","artificial intelligence, intersectionality, and the future of public health","pessach d,shmueli e","bauer gr,lizotte dj","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice","0.26364424057085","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","fairness & friends in the data science era","pessach d,shmueli e","catania b,guerrini g,accinelli c","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline","0.23744457186544","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","a sociotechnical view of algorithmic fairness","pessach d,shmueli e","dolata m,feuerriegel s,schwabe g","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art","0.25179098524132","1"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","ai-enabled radio resource allocation in 5g for urllc and embb users","pessach d,shmueli e","elsayed m,erol-kantarci m","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","5g mobile communication,delays,quality of service,reliability,resource management,throughput","0.21282209812525","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","addressing fairness, bias, and appropriate use of artificial intelligence and machine learning in global health","pessach d,shmueli e","fletcher rr,nakeshimana a,...","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","appropriate use,artificial intelligence,bias,ethics,fairness,global health,machine learning,medicine","0.32408256880734","1"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms","pessach d,shmueli e","giovanola b,tiribelli s","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect","0.30320909785933","1"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","who is the fairest of them all? public attitudes and expectations regarding automated decision-making","pessach d,shmueli e","helberger n,araujo t,de vreese ch","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","algorithmic fairness,automated-decision making,public perceptions","0.240345800988","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","principal fairness for human and algorithmic decision-making","pessach d,shmueli e","imai k,jiang z","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","algorithmic fairness,causal inference,potential outcomes,principal stratification","0.26750651262884","1"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","introduction to the special issue on ai fairness, trust, and ethics","pessach d,shmueli e","jr lp,bansal g,melville n,...","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","ai bias,ai fairness,ai trust,artificial intelligence","0.27302046577276","1"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","exploring bias and fairness in artificial intelligence and machine learning algorithms","pessach d,shmueli e","khakurel ub,abdelmoumin g,bajracharya a,rawat db","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","artificial intelligence,detection and tracking algorithms,machine learning,performance modeling,systems modeling","0.35194626474443","1"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","ai & intellectual property: towards an articulated public domain","pessach d,shmueli e","kop m","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","founder of musicajuridica and strategic in- tellectual property lawyer at alrecht in amsterdam,james grimmelmann (cornell law school),joao pedro quintais (ivir) and suzan slijpen (slijpen legal),for their valuable contributions,insight and comments","0.24355874519088","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","a survey on datasets for fairness-aware machine learning","pessach d,shmueli e","le quy t,roy a,iosifidis v,zhang w,ntoutsi e","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness","0.24995213402473","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","revealing factors influencing students' perceived fairness: a case with a predictive system for math learning","pessach d,shmueli e","li c,xing w","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","fair ai,human-centered computing,math learning,perceived fairness","0.2667572335921","1"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","trustworthy ai: from principles to practices","pessach d,shmueli e","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency","0.20940114137109","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","pessach d,shmueli e","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","ai,fairness,machine learning,software development practices","0.25319856942933","1"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","pessach d,shmueli e","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox","0.23297437017621","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","artificial intelligence in human resources management: challenges and a path forward","pessach d,shmueli e","tambe p,cappelli p,yakubovich v","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems","0.2860236600676","0"
"improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings","ai ethics in industry: a research framework","pessach d,shmueli e","ville v,kai-kristian k,pekka a","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency","0.20706839032527","0"
